"Index","Country","Prediction","Company","Date","City","Advice","Info","Travellers","Severity","DIstance"
"797","Germany","Crime Risk","everbridge","0220-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
Media sources are reporting that protesters are gathering at Gendarmenmarkt, located in
the area of Taubenstrasse and Markgrafenstrasse. Localized disruptions may occur in the
area. The size and duration of the demonstration have not been immediately reported.
","0"," Minor
"," 0.9 km"
"798","Germany","Kidanp","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 9.5 km
https://www.bz-berlin.de/berlin/treptow-koepenick/grossbrand-in-berlin-johannisthal-
starke-rauchentwicklung
Multiple sources are reporting a fire at an empty warehouse near Segelfliegerdamm and
Gross-Berliner Damm. A large plume of smoke has been reported in the vicinity. No
injuries or widespread evacuations were immediately indicated. Authorities have advised
residents in the area to close all windows and doors, and to shut off air conditioning and
other ventilation systems.
","0"," Moderate
"," 9.5 km"
"799","Switzerland","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.6 km
Multiple sources are reporting that protesters are marching in the area of Belpstrasse and
Effingerstrasse. Police are on-site and have reportedly brought a water cannon, however,
there have been no initial reports of clashes. Localized disruptions may occur in the area.
The size and duration of the demonstration have not been immediately reported.
","0"," Minor
"," 0.6 km"
"800","Switzerland","Terrorism Risk","everbridge","0150-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.4 km
Media sources are reporting that at least 150 protesters are gathering in the area of
Waisenhausplatz and Waaghausgasse. The demonstration has been organized to demand
improved living conditions in asylum shelters. The duration of the demonstration has not
been immediately reported. Localized disruptions may occur in the area.
","0"," Minor
"," 0.4 km"
"801","Chile","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 1.0 km
Unconfirmed sources are reporting a bomb threat at Concepcion station, located near Av
Padre Alberto Hurtado and Freire. The station is being evacuated and rail services through
the station are delayed. Expect police activity and related disruptions in the area.
","0"," Minor
"," 1.0 km"
"802","Chile","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 4.1 km
Media sources are reporting that police are responding to Santa Isabel supermarket, near
Michimalongo and Victoria, after a bomb alert was issued in the area. No widespread
evacuations were immediately indicated. Expect disruptions as police investigate the
scene.
","0"," Minor
"," 4.1 km"
"803","France","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.6 km
Media sources are reporting that up to 200 medical workers are marching in the area of
Avenue Camille Pelletan and Place Marceau. The protest has been organized to demand
improved work conditions. The duration of the demonstration has not been immediately
reported. Localized disruptions may occur in the area.
","0"," Minor
"," 0.6 km"
"804","France","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
Updated sources are reporting that thousands of protesters have gathered near Place
Bargemon and Plaze du Mazeau on Saturday, May 15. Local activists have organized the
demonstration to protest in support of Palestine. The exact size and duration of the protest
have not been immediately reported. Localized disruptions may occur in the area.
","0"," Moderate
"," 0.9 km"
"805","Italy","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 8.3 km
Media sources report that an industrial fire broke out at the Polirim S.R.L plastic factory
near Via Fratelli Kennedy and Via A Vivaldi. The fire has been contained. There were no
immediate reports of any injuries. The cause of the fire is unclear at this time. Expect
associated disruptions as emergency personnel continue to operate on the scene.
","0"," Moderate
"," 8.3 km"
"806","Canada","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.5 km
Media sources are reporting that protesters are gathering in the area of Hamilton St and W
Georgia St. As a result, Hamilton St has been closed to traffic in both directions at W
Georgia St until further notice. The size, cause, and duration of the demonstration have not
been immediately specified. Expect associated disruptions.
","0"," Minor
"," 0.5 km"
"807","Belgium","Crime Risk","everbridge","0240-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 1.0 km
https://translate.google.com/translate?hl=en&tl=en&sl=auto&u=https%3A%2F%2Fwww.rtl.be%2Finfo%2Fregions%2Fbruxelles%2Fdes-
milliers-personnes-en-route-vers-schuman-apres-un-rassemblement-au-bois-de-la-cambre-1302573.aspx
Media sources are reporting that anti-lockdown protesters are gathering in the area of Rue de la
may occur in the area. The size and duration of the demonstration have not been immediately reported.
","0"," Moderate
"," 1.0 km"
"808","Belgium","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
https://www.sudinfo.be/id393275/article/2021-05-12/plusieurs-centaines-de-personnes-ont-
manifeste-pour-la-palestine-
bruxelles?utm_campaign=pushs&utm_source=twitter&utm_medium=tw_sp_online
Media sources reported that protesters associated with the Belgian-Palestinian
Association (ABP) held a demonstration in support of Palestine outside the Ministerie van
Buitenlandse Zaken (Ministry of Foreign Affairs), near Rue des Petits Carmes and Rue du
Pepin, on Wednesday, May 12. A similar demonstration is planned at Place Albertine from
3:00 PM to 5:00 PM on Saturday, May 15. Associated disruptions should be expected in the
area.
","0"," Minor
"," 0.9 km"
"809","UnitedKingdom","Crime Risk","everbridge","0206-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 14.7 km
Media sources are reporting that a fire is burning on Lincoln Rd in the area of Cressex
Industrial Estate. There are no immediate indications of injuries or local evacuations;
however, small explosions have reportedly been heard in the area. Expect associated
disruptions as firefighters respond.
","0"," Moderate
"," 14.7 km"
"810","Philippines","Kidanp","everbridge","2021-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 8.3 km
Media sources are reporting a two-alarm fire near Lakandula St and Wagas St. There were
no immediate reports of injuries.
","0"," Minor
"," 8.3 km"
"811","Turkey","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 4.3 km
Media sources report that a fire was brought under control at a furniture factory near Gri
Cd. 1. Sk. & Sari Cd. 1. Sk. No injuries were immediately reported. Expect related
disruptions.
","0"," Moderate
"," 4.3 km"
"812","Turkey","Crime Risk","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 6.3 km
https://www.yenisafak.com/foto-galeri/gundem/bursada-kaucuk-fabrikasinda-korkutan-
yangin-alti-isci-hastaneye-kaldirildi-2048425?page=1
Media sources are reporting an extinguished fire in an unspecified rubber factory in the
Nilufer Industrial Area. Six workers were taken to the hospital due to smoke inhalation. The
cause of the fire is unknown at this time. Expect residual disruptions.
","0"," Moderate
"," 6.3 km"
"813","Turkey","Crime Risk","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 4.8 km
https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fwww.16haber.com%2Fbursa-
da-fabrikada-korkutan-yangin-video%2C1269.html
Media sources are reporting that a fire broke out in a factory in the Organized Industrial Zone in
There have been no indications of injuries or local evacuations. Firefighters have since contained
fire.
","0"," Moderate
"," 4.8 km"
"814","Italy","Kidanp","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 3.2 km
https://www.unionesarda.it/multimedia/cronaca-sardegna/cagliari-grosso-incendio-in-viale-
elmas-aqdop1fi
Media sources reported that firefighters responded to a fire at an unspecified industrial
warehouse locate don Viale Elmas. No injuries were immediately reported. Expect localized
disruptions as emergency services operate.
","0"," Moderate
"," 3.2 km"
"815","UnitedStates","Crime Risk","everbridge","0216-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 7.4 km
https://www.kron4.com/news/bay-area/fbi-to-detonate-devices-found-in-san-jose-vta-
gunmans-house/
Media sources report that the FBI will be detonating explosive devices found inside the
home of Samuel Cassidy, located near Angmar Ct and McLaughlin Ave. Cassidy shot and
killed nine people before killing himself at the VTA railyard on May 26. Further investigation
revealed multiple incendiary and explosive devices within Cassidy's home. Local roads will
be closed while the operation is underway; however, no mandatory evacuation orders are
issued.
","0"," Minor
"," 7.4 km"
"816","UnitedStates","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 15.5 km
Government sources are reporting a possible grenade at a residence near Berryman Ave
and Matteson Ave. There were no initial reports of evacuations. Expect police activity and
associated disruptions.
","0"," Minor
"," 15.5 km"
"817","UnitedStates","Crime Risk","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 15.6 km
Media sources are reporting a small industrial fire at Chevron Richmond Refinery, located
near Chevron Wy and Marine St. Initial reports did not indicate any injuries or widespread
evacuations. The plant has been temporarily closed. Expect associated disruptions.
","0"," Moderate
"," 15.6 km"
"818","UnitedStates","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 14.1 km
https://www.nbcbayarea.com/news/local/south-bay/gas-leak-prompts-evacuations-in-parts-
of-los-gatos/2541035/?_osource=SocialFlowTwt_BAYBrand
Media sources are reporting a natural gas leak near E Main St and Pleasant St. No injuries
were initially reported. Los Gatos High School has been evacuated as a precaution. Nearby
buildings have been asked to shelter in place.
","0"," Moderate
"," 14.1 km"
"819","UnitedStates","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 15.4 km
Multiple sources are reporting a bomb threat at an unspecified business, located near El
Toro Rd and Avenida de la Carlota. Expect police activity and related disruptions in the
area.
","0"," Minor
"," 15.4 km"
"820","UnitedStates","Crime Risk","everbridge","2021-06-08 18:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.2 km
Sources are reporting that protesters plan to gather near Emerson St and University Ave at
6:00 PM. Localized disruptions may occur in the area. The size and duration of the
demonstration have not been immediately reported. The protest centers around support
for Palestine.
","0"," Minor
"," 0.2 km"
"821","UnitedStates","Crime Risk","everbridge","0100-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.6 km
http://kron4.com/news/bay-area/registered-nurses-strike-at-san-franciscos-chinese-
hospital/
Media sources report that approximately 100 nurses have commenced a strike at Chinese
Hospital, located near Jackson St and Stone St. The strike has been called due to failed
contract negotiations. An end time for the strike has not been reported.
","0"," Minor
"," 0.6 km"
"822","UnitedStates","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 15.2 km
Government sources are reporting a natural gas leak near Linda Vista Ave and Afton St. No
injuries were reported. A shelter-in-place order has been issued for the surrounding area.
","0"," Moderate
"," 15.2 km"
"823","UnitedStates","Crime Risk","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 198.8 km
https://earthquake.usgs.gov/earthquakes/eventpage/nc73564200
Severity: 4.0
","0"," 4.0
For more information"," 198.8 km"
"824","UnitedStates","Kidanp","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 17.5 km
https://earthquake.usgs.gov/earthquakes/eventpage/ew1622722532
Severity: 4.1
","0"," 4.1
For more information"," 17.5 km"
"825","Israel","Crime Risk","everbridge","0222-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.2 km
Media sources are reporting that approximately 1,000 protesters are demonstrating in front
of the Israeli Consulate near Montgomery St and Sacramento St. Palestinian Youth
Movement (PYM) has organized the demonstration to show solidarity with Palestine. The
protest is expected to conclude at 6:00 PM local time. Localized disruptions may occur in
the area.
","0"," Minor
"," 0.2 km"
"826","UnitedStates","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 9.3 km
Unconfirmed sources are reporting a three-alarm commercial structure fire near Salt Lake
Ave and Gage Ave. There were no immediate reports of injuries. Associated disruptions
are expected.
","0"," Moderate
"," 9.3 km"
"827","UnitedStates","Crime Risk","everbridge","0205-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 9.2 km
https://www.nbcbayarea.com/news/local/south-bay/3-alarm-structure-fire-in-san-
jose/2558865/?_osource=SocialFlowTwt_BAYBrand
Multiple sources are reporting a three-alarm fire near Via Monte Dr and Carlsbad Dr. There
were no immediate reports of injuries. Associated disruptions are expected as firefighting
operations remain ongoing.
","0"," Moderate
"," 9.2 km"
"828","UnitedStates","Crime Risk","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 42.9 km
https://earthquake.usgs.gov/earthquakes/eventpage/nc73566711
Severity: 4.1
","0"," 4.1
For more information"," 42.9 km"
"829","UnitedStates","Crime Risk","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 44.0 km
https://earthquake.usgs.gov/earthquakes/eventpage/ew1622215521
Severity: 4.2
","0"," 4.2
For more information"," 44.0 km"
"830","UnitedStates","Kidanp","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 45.7 km
https://earthquake.usgs.gov/earthquakes/eventpage/nn00806684
Severity: 4.9
","0"," 4.9
For more information"," 45.7 km"
"831","UnitedStates","Crime Risk","everbridge","2021-06-05 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 48.5 km
https://earthquake.usgs.gov/earthquakes/eventpage/nc73559265
Severity: 5.1
","0"," 5.1
For more information"," 48.5 km"
"832","Bahrain","Terrorism Risk","everbridge","2002-05-14 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
Media sources report that nationwide demonstrations have been called for across Bahrain
today on Friday, May 14, following afternoon prayers. The action has been organized in
support of Palestine. Large gathering points are likely in Al-Dair, Al-Markh, Buri, Diraz,
Karbabad, Ma'ameer, Makiya, Sanabis, Sitra, and Shakhura. The size and duration of the
protest have not been immediately reported. Police officers have restricted access to
demonstrations previously, and heightened police presence is likely. Avoid the area, and
expect associated disruptions in the vicinity as clashes between protesters and police
officers are possible.
","0"," Moderate
"," 0.9 km"
"833","Missing Country","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 3.4 km
https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fnoti-
tarde.com%2F2021%2F05%2Fcuatro-heridos-al-explotar-tanque-de-gas-de-unidad-de-
corpoelec-en-la-e-s-av-lara%2F
Media sources are reporting a gas explosion near Av. Paseo Cabriales and Av. Lara. Four
people have been injured. Expect localized disruptions in the area as authorities continue
to respond.
","0"," Moderate
"," 3.4 km"
"834","CostaRica","Kidanp","everbridge","2021-06-19 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 9.1 km
The U.S. Embassy in San Jos has issued the following Travel Alert for American citizens in
Costa Rica:
Event: Media Reporting Sporadic Protests and Road Blocks Across Costa Rica.
Government of Costa Rica Extends Nationwide COVID-19 Related Driving Restrictions.
Please Read Entire Message.
Nationwide protests:
Costa Rican media outlets and social media sources are reporting that Rescate Nacional
has called for road blocks at various points across Costa Rica this week to protest the
Government s negotiations with the International Monetary Fund, the Public employment
bill, and increases in fuel prices. The Embassy has received confirmed reports of minor
confrontations between police and protestors and temporarily blocked roads at several
locations across Costa Rica. The majority of protests in Costa Rica are non-violent in
nature. However, you should exercise caution in the vicinity of any large gatherings,
protests, or demonstrations. The Embassy will continue to review the situation and will
provide additional information as needed. U.S. citizens traveling within Costa Rica may
wish to consult with local media sources or traffic Apps to identify possible road closures
or delays in specific areas.
Nationwide Restrictions:
Costa Rica has confirmed 271,478 cases of COVID-19 as of May 11, 2021. 1,280 people are
hospitalized with COVID-19, 466 of them in intensive care. Costa Rica has reported 3,430
COVID-19-related deaths since March 2, 2020. The Costa Rican government has re-
introduced weekend and weekday nationwide driving restrictions in response to an
increase in coronavirus cases and hospitalizations. See below for a summary of current
COVID-19 related restrictions. For an unofficial English language translation of current
restrictions, please follow this link. For an official Spanish language list of all new and
existing sanitary measures, visit presidencia.go.cr/alertas.
From May 11 to May 31, the vast majori...
","0"," Severe
"," 9.1 km"
"835","France","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 4.6 km
https://www.ilmattino.it/napoli/cronaca/napoli_est_incendio_deposito_giocattoli_vigili_del_fuoco-
5961911.html
Media sources report that firefighters are responding to a large fire in an industrial area located
near Via Taverna delle Brecce and Via Generale Francesco Sponzilli. There have been no initial
reports regarding associated injuries or major disruptions. Localized disruptions may occur in
area.
","0"," Moderate
"," 4.6 km"
"836","Philippines","Crime Risk","everbridge","2021-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 6.8 km
Media sources are reporting a three-alarm fire near Roberto S. Oca Senior St and Delgado
St There have been no immediate reports of injuries.
","0"," Moderate
"," 6.8 km"
"837","Philippines","Crime Risk","everbridge","0226-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 4.6 km
https://news.abs-cbn.com/news/05/17/21/pgh-emergency-room-to-remain-closed-monday-
after-fire
Media sources are reporting a now-extinguished fire in at Philippine General Hospital near
Taft Ave and Escoda St. No injuries were reported. As a result, the emergency room will be
closed on Monday.
","0"," Moderate
"," 4.6 km"
"838","Philippines","Kidanp","everbridge","2021-06-03 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",":
Media sources have reported a three-alarm fire on the third floor of Philippine General
Hospital, near Taft Ave and Escoda St. Firefighters are on scene and the area is being
evacuated. There were no immediate reports of injuries. Associated disruptions should be
expected in the area.
","0"," Moderate
",
"839","Brazil","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 5.9 km
Media sources are reporting a fire in a structure under construction on Av. Almirante
Maximiniano da Fonseca near Rua Maria Alice Ferraz. No injuries were immediately
reported. The cause of the fire is unclear. Large black clouds of smoke are present in the
vicinity. Avoid the area, and expect associated disruptions as firefighters respond.
","0"," Moderate
"," 5.9 km"
"840","NorthMacedonia","Crime Risk","everbridge","2021-10-11 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.6 km
Government sources are reporting that protesters are scheduled to gather at the
Government Building of the Republic of North Macedonia at 6:30 PM local time today,
before marching to the Parliament Building on 11th October St and Dame Gruev. The event
has been organized in support of those convicted in the April 27, 2017 Parliament incident.
Localized disruptions may occur in the area. The size and duration of the demonstration
have not been immediately reported.
","0"," Minor
"," 0.6 km"
"841","Argentina","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 5.0 km
Media sources are reporting a fire in a stationery warehouse near Calle Doctor Sosa and
Calle Usher Rios. No injuries were immediately reported.
","0"," Moderate
"," 5.0 km"
"842","India","Kidanp","everbridge","2021-06-19 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.2 km
https://www.tribuneindia.com/news/amritsar/farmers-to-hold-protest-against-covid-
restrictions-249642
Media sources are reporting that 32 farmer unions from Punjab have called for protests in
multiple locations across Punjab state on Saturday, May 8. The farmer unions have
organized the demonstration to protest against COVID-19 restrictions and the agricultural
laws. The unions have called for protesters to keep their shops open and to demonstrate in
the streets in defiance of the lockdown measures. The size and duration of the protest
have not been immediately reported. Road blockades and disruptions to transportation
services are likely. Expect associated disruptions for the duration of the protest activity.
","0"," Moderate
"," 0.2 km"
"843","Japan","Crime Risk","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 121.9 km
https://earthquake.usgs.gov/earthquakes/eventpage/us6000egwr
Severity: 4.4
","0"," 4.4
For more information"," 121.9 km"
"844","UnitedKingdom","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.8 km
Media sources are reporting that 'Kill The Bill' protesters are gathering in the area of
College Green and Anchor Rd. Localized disruptions may occur in the area. The size and
duration of the demonstration have not been immediately reported.
","0"," Minor
"," 0.8 km"
"845","UnitedKingdom","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.8 km
Media sources are reporting that protesters held a demonstration at College Green, located
in the area of College Green and Anchor Rd. The demonstration was held in protest of the
Israeli-Palestine conflict. The estimated level of participation was not immediately
specified, but disruptions should be expected to associated services for the duration of the
action.
","0"," Minor
"," 0.8 km"
